fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
fit,506201,34d+,2673874,145.0,10.0,wedding,"Overall fit was comfortable. Needed heels to make the shorter pant leg look more intentional. Ended up wearing a strapless bra for added support, although the boning in the dress probably would have been fine on its own. I bounce between a 6 and an 8 regularly, but the 6 fit perfectly. ",athletic,Loved this alternative for a dressy wedding. Got complimented all night!,jumpsuit,68.0,12,29.0,2015-06-15,5.0,1,small,1,2
fit,866301,36c,985087,143.0,10.0,formal affair,I wore this dress for prom. I absolutely loved it. It was actually my backup dress and the only size available was an 8 (which I am but 10 is better for some dresses not all). At first the zipper would stop around the waist area but I got it eventually. It fit me like a glove. I received so many compliments and I really stood out. The slits added a nice touch. The only downfalls was that it was a little too long. I am5'4. Heals made it a little better. The slip underneath wasn't really a problem. I had to pull it down once or twice. I was not able to wear underwear with it and I wore a backless bra. It was an awesome dress that was very fitting and snug.,hourglass,Many compliments!!!,gown,64.0,16,17.0,2016-08-22,2.0,1,small,3,2
fit,92826,34b,2848341,170.0,10.0,everyday,This is one of my favorite rentals of all times.  The jacket added an extra cool vibe to every outfit. Seriously - I'm buying it!  Loved the fabric which was a soft tweedy boulce but the under the length of the arms and sides were thin jersey-like neoprene.  It made the jacket very comfortable to wear.  Not necessarily super warm but great for cool days/evenings. ,full bust,Love this.... I felt cool and fashion forward!,jacket,66.0,26,48.0,2016-01-15,4.0,2,large,2,1
large,802716,32b,1697200,110.0,8.0,wedding,"It fit pretty well, was comfortable, and was easy to wear undergarments with it. I think it would have looked even better on someone who is taller. I'm pretty short, but it still fit well enough that everyone said I looked great it in. :)",petite,I got a lot of compliments on the dress!,dress,60.0,1,33.0,2014-06-30,2.0,1,small,5,2
fit,546983,34b,1300249,124.0,10.0,work,"I love VINCE. Their material is quality and comfortable, while their cuts are flattering for my straight boyish figure. Wore this dress to work with lots of compliments. The only critique is that the bottom hem seemed to be pressed incorrectly.",athletic,Hello White!,sheath,64.0,4,32.0,2017-03-08,0.0,2,large,1,1
fit,157633,32d,1962198,112.0,10.0,party,I wish I could find this dress so I could buy it.  I rented this dress twice and I wish I could find it in the store so I could buy it already.  I love it sooo much and it is sooo my style.  I love that it doesn't wrinkle and it is so easy to style with any shoe or cardigan.  It photographs beautifully and it is perfect for spring and summer day parties.,athletic,gorgeous dress! Doesn't wrinkle!,dress,64.0,1,31.0,2017-03-28,0.0,2,large,1,1
fit,238934,34b,1832871,140.0,8.0,vacation,The fit was perfect...not stretchy so make sure you order the correct size.  Gorgeous dress the only flaw was the inside of my upper arm rubbing against the fabric the sequins were rough on my skin but definitely not enough to bother or regret this dress,pear,I wore it out for a night out in Vegas beautiful dress!  ,sheath,62.0,12,39.0,2016-09-20,3.0,2,large,4,1
fit,750989,36c,337074,145.0,8.0,wedding,This dress ran a bit shorter than I was expecting but was a good fit overall.  I received many compliments and my fiancé was definitely happy with my choice. The material is thick and comfy which made it a great choice for a fall wedding. ,hourglass,Simple and sexy!,dress,68.0,14,28.0,2017-10-30,3.0,0,fit,3,0
large,367999,32d,879452,105.0,8.0,work,"Was a little big in the stomach/hip area but I do have a small frame. I still wore it and liked it but could have fit a little better. 
In my picture I am actually pulling the fabric in the back of the dress tighter. So it's not a completely true depiction of how it fit.",petite,For well but a little big for me around my stomach and hips. I do have a small/narrow frame though.,dress,63.0,1,32.0,2017-08-22,1.0,2,large,5,1
small,142096,36d,2248056,130.0,6.0,work,"The fit was just not flattering.  I think it may be the ""bib"" on the top, which doesn't seem very bulky in photos, but it actually was.",hourglass,"Warm, charming, not good for busty girls",sweater,66.0,26,40.0,2017-12-21,2.0,2,large,3,1
fit,849924,32a,426346,125.0,8.0,party,This dress was suggested to me by RTR after my 1st choice dress was not available. I wore this dress to a daytime party with low heel sandals.  I also experimented with a dressier look with a rattan belt and wedge heels but decided on a more casual look.  The tangerine color is unique and the silk is beautiful.  Dress was in like-new condition.  I would rent this dress again! ,straight & narrow,"Fun color, beautiful silk dress",dress,67.0,1,43.0,2017-05-10,7.0,2,large,6,1
fit,958979,32d,123793,110.0,10.0,formal affair,"Wore this to a fundraiser that my husband was being honored at in recognition for his involement in recruiting and registering new donors to the Bone Marrow Transplant registry. I was looking for something that would showcase the tattoo I got in honor of my daughters illness and recovery from HLH. Im not normally the flashy type, but when i put this dress on, I felt like a million bucks! It fit perfectly, without feeling tight. I'm only 5'1"" and was able to wear with a regular heel (no platform/5"" required). I received dozens of compliments and was dubbed ""First Lady of the Gala"" by the event organizers. It was the most beautiful I've ever felt. You won't be disappointed. Rent this dress and know what its like to be a star!",petite,"Glamourous, comfortable, eye catching, show stopper. What more couls you ask for?",gown,61.0,4,44.0,2013-10-04,5.0,2,large,5,1
fit,39934,34c,344877,140.0,10.0,everyday,"I love this dress - it was my first piece ordered via my Unlimited account that I wanted to keep.  I paired it with a white leather motorcycle jacket for daytime wear, and it went from day-to-night effortlessly because of the print and the material.  It fit true to size from the standpoint of it's a dress meant to be light, loose and airy, but I could see how folks might want to size down to get a slimmer fit.  At 5'7"", the dress hit at my calves, same as the model picture.",apple,Gorgeous print and love the length!,maxi,67.0,16,35.0,2016-05-01,3.0,2,large,0,1
fit,748381,34d,1858651,126.0,8.0,date,"The dress fit very well,had to wear a strapless bra because of the way the sleeves cut. The material is thicker but it worked well for a spring evening. Wore it out for my birthday dinner and couldn't be happier!",hourglass,Great dress! Super comfortable but a little thick for summer wear,dress,64.0,8,35.0,2014-06-08,8.0,2,large,3,1
fit,751632,36c,1687082,130.0,10.0,formal affair,"I'm 5'5"" -- the long was perfect with 4"" heels! Cant wait to rent in another color! ",hourglass,"Loved it! Super comfortable, easy to wear. ",gown,65.0,17,29.0,2017-03-16,9.0,2,large,3,1
fit,906301,34b,337867,124.0,8.0,party,Some signs of wear,athletic,Formal,dress,66.0,8,20.0,2017-12-19,0.0,2,large,1,1
small,51637,34b,2635020,140.0,8.0,everyday,"I like this top, although I was expecting it to be more matte than what it actually was. The sleeves are great and not as much a handicap as I thought they might be. However, due to the fabric, I would recommend this more for an evening out than for everyday.",athletic,"Original, chic top, fabric is not matte",top,67.0,14,33.0,2017-01-12,4.0,2,large,1,1
fit,83718,32d,582430,125.0,10.0,work,Loved the dress! It is super soft and comfortable. I wore it to work and a date night. I would rent again!,hourglass,Wore on multiple occasions,dress,66.0,8,26.0,2017-11-02,0.0,2,large,3,1
fit,180731,34b,2654735,120.0,10.0,party,"Loved this jacket. Rented it for Thanksgiving, but ended up wearing it a couple more times. It fits true to size and is really warm, which was convenient for the cold weather in Michigan!",hourglass,Lots of compliments on this jacket! I love the accents of gold.,jacket,66.0,8,28.0,2017-01-14,7.0,1,small,3,2
large,145344,34b,1832896,112.0,10.0,wedding,"Loved this dress for a wedding in late May 2016. I am usually a size two and I should have sized down to a zero as it was definitely a little big. Since it was a little big, I couldn't get away without a bra. The sides under the armpit go low which meant a strapless bra would show. I got the sticky cups instead and they worked great! Overall, I was impressed with my RTR experience. ",hourglass,Great dress! ,sheath,59.0,4,29.0,2016-05-22,3.0,2,large,3,1
fit,27229,34b,2514175,142.0,6.0,party,"Rented this for a girls' dinner. Super cute, worn as a dress with black tights, fit loose but not in an overwhelming way. Fur sleeves were fab. Would go with your normal size, because the body fit is loose but the neck is super tight.

Cons: very warm, hard to fit in jacket sleeves, and neck is VERY tight - uncomfortably so. Also, arrived with very strong cleaning smell. Would consider renting again, but neck was just a little too much for me.",hourglass,Cute but neck is tight,sweater,65.0,8,27.0,2017-12-14,2.0,2,large,3,1
fit,290043,34d,1484078,150.0,8.0,other,The dress was true to size. It is snug but comfortable enough to spend the entire night with it on. It does make a weird folding in the front that makes you look like if you have a small belly. I think this happened because the inside slip might have shrunk a little.  Like other reviewers it is comfortable enough to wear braless and not feel exposed. Over all I loved the dress had great comments. A great rental. ,hourglass,I loved the color and the back of the dress. It was sexy but conservative enough for a work holiday ,sheath,65.0,16,37.0,2015-12-06,6.0,1,small,3,2
fit,35416,36c,126335,125.0,10.0,wedding,Perfect fit!,hourglass,"I received SO many compliments on this dress, it was SO comfortable & even more stunning in person!",dress,66.0,4,38.0,2016-08-24,8.0,1,small,3,2
small,621921,30b,909677,125.0,10.0,wedding,"I wore this dress for a black tie wedding in May. It's ABSOLUTELY gorgeous in person - the color is so unique and fit like a glove. I'm 5'1"" and I have an hourglass/petite/athletic figure. It definitely runs small and sucks you in a bit, so if you're uncomfortable in tight clothes, I'd say that's the only reason to reconsider. This is such a beautiful dress and I enjoyed every second of wearing it!",hourglass,Absolute winner.,gown,61.0,8,26.0,2017-09-13,4.0,2,large,3,1
fit,795626,34d,268562,120.0,8.0,formal affair,Very comfortable,full bust,Very comfortable,gown,64.0,12,46.0,2016-01-27,2.0,2,large,2,1
